track_name,artist_name,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
La Vibra - Cumbia Cosmonauts Remix,Cumbia Cosmonauts,spotify:track:2DVuGzOER5kPwQxZA2QoYh,0.761,0.867,5,-7.839,0,0.0599,0.118,0.309,0.111,0.946,100.004,audio_features,2DVuGzOER5kPwQxZA2QoYh,spotify:track:2DVuGzOER5kPwQxZA2QoYh,https://api.spotify.com/v1/tracks/2DVuGzOER5kPwQxZA2QoYh,https://api.spotify.com/v1/audio-analysis/2DVuGzOER5kPwQxZA2QoYh,196819,4
Duende come - Zenderista Remix,Vitu Valera,spotify:track:1LmQgbfYJOfCLEGt2twsRD,0.791,0.697,9,-9.184,0,0.136,0.224,0.944,0.2,0.551,102.031,audio_features,1LmQgbfYJOfCLEGt2twsRD,spotify:track:1LmQgbfYJOfCLEGt2twsRD,https://api.spotify.com/v1/tracks/1LmQgbfYJOfCLEGt2twsRD,https://api.spotify.com/v1/audio-analysis/1LmQgbfYJOfCLEGt2twsRD,348618,4
Duende come - Zenderista Remix,Zenderista,spotify:track:1LmQgbfYJOfCLEGt2twsRD,0.791,0.697,9,-9.184,0,0.136,0.224,0.944,0.2,0.551,102.031,audio_features,1LmQgbfYJOfCLEGt2twsRD,spotify:track:1LmQgbfYJOfCLEGt2twsRD,https://api.spotify.com/v1/tracks/1LmQgbfYJOfCLEGt2twsRD,https://api.spotify.com/v1/audio-analysis/1LmQgbfYJOfCLEGt2twsRD,348618,4
Jardines - Nicola Cruz Remix,Chancha Via Circuito,spotify:track:5e3vNClW96fCZ5jd69eHrw,0.731,0.645,5,-8.079,0,0.0694,0.0544,2.54e-05,0.326,0.184,92.012,audio_features,5e3vNClW96fCZ5jd69eHrw,spotify:track:5e3vNClW96fCZ5jd69eHrw,https://api.spotify.com/v1/tracks/5e3vNClW96fCZ5jd69eHrw,https://api.spotify.com/v1/audio-analysis/5e3vNClW96fCZ5jd69eHrw,344100,4
Jardines - Nicola Cruz Remix,Nicola Cruz,spotify:track:5e3vNClW96fCZ5jd69eHrw,0.731,0.645,5,-8.079,0,0.0694,0.0544,2.54e-05,0.326,0.184,92.012,audio_features,5e3vNClW96fCZ5jd69eHrw,spotify:track:5e3vNClW96fCZ5jd69eHrw,https://api.spotify.com/v1/tracks/5e3vNClW96fCZ5jd69eHrw,https://api.spotify.com/v1/audio-analysis/5e3vNClW96fCZ5jd69eHrw,344100,4
La Ventana,Cabra,spotify:track:6W9jUkMTN95mcgJbif1smy,0.685,0.465,1,-6.049,1,0.0523,0.018,0.000953,0.303,0.631,85.001,audio_features,6W9jUkMTN95mcgJbif1smy,spotify:track:6W9jUkMTN95mcgJbif1smy,https://api.spotify.com/v1/tracks/6W9jUkMTN95mcgJbif1smy,https://api.spotify.com/v1/audio-analysis/6W9jUkMTN95mcgJbif1smy,213397,4
Totem - Nicola Cruz Remix,Mop Mop,spotify:track:1oCmks4RdPw9xrVJ6hJILL,0.84,0.698,10,-8.786,0,0.0865,0.0536,0.00427,0.0972,0.526,90.002,audio_features,1oCmks4RdPw9xrVJ6hJILL,spotify:track:1oCmks4RdPw9xrVJ6hJILL,https://api.spotify.com/v1/tracks/1oCmks4RdPw9xrVJ6hJILL,https://api.spotify.com/v1/audio-analysis/1oCmks4RdPw9xrVJ6hJILL,304019,4
Totem - Nicola Cruz Remix,Anthony Joseph,spotify:track:1oCmks4RdPw9xrVJ6hJILL,0.84,0.698,10,-8.786,0,0.0865,0.0536,0.00427,0.0972,0.526,90.002,audio_features,1oCmks4RdPw9xrVJ6hJILL,spotify:track:1oCmks4RdPw9xrVJ6hJILL,https://api.spotify.com/v1/tracks/1oCmks4RdPw9xrVJ6hJILL,https://api.spotify.com/v1/audio-analysis/1oCmks4RdPw9xrVJ6hJILL,304019,4
Totem - Nicola Cruz Remix,Nicola Cruz,spotify:track:1oCmks4RdPw9xrVJ6hJILL,0.84,0.698,10,-8.786,0,0.0865,0.0536,0.00427,0.0972,0.526,90.002,audio_features,1oCmks4RdPw9xrVJ6hJILL,spotify:track:1oCmks4RdPw9xrVJ6hJILL,https://api.spotify.com/v1/tracks/1oCmks4RdPw9xrVJ6hJILL,https://api.spotify.com/v1/audio-analysis/1oCmks4RdPw9xrVJ6hJILL,304019,4
Agua de La Tierra (Nicola Cruz Remix),Rodrigo Gallardo,spotify:track:3z55fMIOftbrZrZ0Z7WbbW,0.657,0.47,11,-11.241,0,0.355,0.254,0.139,0.1,0.592,93.032,audio_features,3z55fMIOftbrZrZ0Z7WbbW,spotify:track:3z55fMIOftbrZrZ0Z7WbbW,https://api.spotify.com/v1/tracks/3z55fMIOftbrZrZ0Z7WbbW,https://api.spotify.com/v1/audio-analysis/3z55fMIOftbrZrZ0Z7WbbW,293990,4
Agua de La Tierra (Nicola Cruz Remix),Nicola Cruz,spotify:track:3z55fMIOftbrZrZ0Z7WbbW,0.657,0.47,11,-11.241,0,0.355,0.254,0.139,0.1,0.592,93.032,audio_features,3z55fMIOftbrZrZ0Z7WbbW,spotify:track:3z55fMIOftbrZrZ0Z7WbbW,https://api.spotify.com/v1/tracks/3z55fMIOftbrZrZ0Z7WbbW,https://api.spotify.com/v1/audio-analysis/3z55fMIOftbrZrZ0Z7WbbW,293990,4
Tarpuricusum Sarata - Captain Planet Remix,Luzmila Carpio,spotify:track:7tdpEWykBDTGHraFcc7y5K,0.714,0.623,11,-7.512,1,0.0592,0.089,0.00938,0.0913,0.847,92.021,audio_features,7tdpEWykBDTGHraFcc7y5K,spotify:track:7tdpEWykBDTGHraFcc7y5K,https://api.spotify.com/v1/tracks/7tdpEWykBDTGHraFcc7y5K,https://api.spotify.com/v1/audio-analysis/7tdpEWykBDTGHraFcc7y5K,260505,4
Tarpuricusum Sarata - Captain Planet Remix,Captain Planet,spotify:track:7tdpEWykBDTGHraFcc7y5K,0.714,0.623,11,-7.512,1,0.0592,0.089,0.00938,0.0913,0.847,92.021,audio_features,7tdpEWykBDTGHraFcc7y5K,spotify:track:7tdpEWykBDTGHraFcc7y5K,https://api.spotify.com/v1/tracks/7tdpEWykBDTGHraFcc7y5K,https://api.spotify.com/v1/audio-analysis/7tdpEWykBDTGHraFcc7y5K,260505,4
Caracol,Tremor,spotify:track:7uH9X5BWr1EQmLSOLgu09W,0.66,0.334,9,-13.788,0,0.0408,0.907,0.000317,0.105,0.378,87.033,audio_features,7uH9X5BWr1EQmLSOLgu09W,spotify:track:7uH9X5BWr1EQmLSOLgu09W,https://api.spotify.com/v1/tracks/7uH9X5BWr1EQmLSOLgu09W,https://api.spotify.com/v1/audio-analysis/7uH9X5BWr1EQmLSOLgu09W,248555,4
Colibria,Nicola Cruz,spotify:track:3bKMS7ZtNn0wr44WEhvpyB,0.842,0.409,4,-10.053,0,0.266,0.0515,0.41,0.0854,0.292,90.026,audio_features,3bKMS7ZtNn0wr44WEhvpyB,spotify:track:3bKMS7ZtNn0wr44WEhvpyB,https://api.spotify.com/v1/tracks/3bKMS7ZtNn0wr44WEhvpyB,https://api.spotify.com/v1/audio-analysis/3bKMS7ZtNn0wr44WEhvpyB,479999,4
Ay Que Sera Del Sol - Original,Rodrigo Gallardo,spotify:track:2mDpaQWRfsXtymj7JhVOEE,0.773,0.532,2,-11.297,1,0.0674,0.00278,0.86,0.0449,0.389,99.993,audio_features,2mDpaQWRfsXtymj7JhVOEE,spotify:track:2mDpaQWRfsXtymj7JhVOEE,https://api.spotify.com/v1/tracks/2mDpaQWRfsXtymj7JhVOEE,https://api.spotify.com/v1/audio-analysis/2mDpaQWRfsXtymj7JhVOEE,390223,4
Praah Com Poesia,Spaniol,spotify:track:5wA6aFuMZw783ghYlxVybw,0.794,0.394,7,-12.14,1,0.0608,0.377,0.882,0.0865,0.351,106.996,audio_features,5wA6aFuMZw783ghYlxVybw,spotify:track:5wA6aFuMZw783ghYlxVybw,https://api.spotify.com/v1/tracks/5wA6aFuMZw783ghYlxVybw,https://api.spotify.com/v1/audio-analysis/5wA6aFuMZw783ghYlxVybw,376822,4
1542,Xique-Xique,spotify:track:4nOJbb6YKkgiVgWGYoluTy,0.775,0.704,11,-12.542,0,0.0633,0.46,0.559,0.208,0.471,100.002,audio_features,4nOJbb6YKkgiVgWGYoluTy,spotify:track:4nOJbb6YKkgiVgWGYoluTy,https://api.spotify.com/v1/tracks/4nOJbb6YKkgiVgWGYoluTy,https://api.spotify.com/v1/audio-analysis/4nOJbb6YKkgiVgWGYoluTy,347600,4
Serpiente Dorada,Dengue Dengue Dengue,spotify:track:0ymKsjH08uaLPKECQIAE5V,0.819,0.609,0,-5.088,1,0.0618,0.00498,0.317,0.0943,0.48,160.048,audio_features,0ymKsjH08uaLPKECQIAE5V,spotify:track:0ymKsjH08uaLPKECQIAE5V,https://api.spotify.com/v1/tracks/0ymKsjH08uaLPKECQIAE5V,https://api.spotify.com/v1/audio-analysis/0ymKsjH08uaLPKECQIAE5V,189569,4
Liga de Sabor Tropical,El Remolón,spotify:track:0UZgjygcaCiTXrt0qxp6In,0.666,0.745,7,-4.987,0,0.132,0.36,2.64e-06,0.113,0.842,180.001,audio_features,0UZgjygcaCiTXrt0qxp6In,spotify:track:0UZgjygcaCiTXrt0qxp6In,https://api.spotify.com/v1/tracks/0UZgjygcaCiTXrt0qxp6In,https://api.spotify.com/v1/audio-analysis/0UZgjygcaCiTXrt0qxp6In,261498,4
Puro Comer,Elegante & La Imperial,spotify:track:1qPhcG9LKdW4MgAvR6yPx1,0.651,0.62,6,-7.245,0,0.132,0.000106,0.891,0.117,0.809,210.01,audio_features,1qPhcG9LKdW4MgAvR6yPx1,spotify:track:1qPhcG9LKdW4MgAvR6yPx1,https://api.spotify.com/v1/tracks/1qPhcG9LKdW4MgAvR6yPx1,https://api.spotify.com/v1/audio-analysis/1qPhcG9LKdW4MgAvR6yPx1,260992,4
Tzantza,Nicola Cruz,spotify:track:2xixdZ2dxE00bX6A6jV17m,0.8,0.471,1,-13.93,1,0.104,0.0366,0.821,0.11,0.285,102.023,audio_features,2xixdZ2dxE00bX6A6jV17m,spotify:track:2xixdZ2dxE00bX6A6jV17m,https://api.spotify.com/v1/tracks/2xixdZ2dxE00bX6A6jV17m,https://api.spotify.com/v1/audio-analysis/2xixdZ2dxE00bX6A6jV17m,350588,4
Amor En Francia - Nicola Cruz Remix,Quantic,spotify:track:5Jix30SyhS1MfSRUevPa8J,0.849,0.517,3,-14.177,0,0.107,0.831,0.782,0.0695,0.635,137.002,audio_features,5Jix30SyhS1MfSRUevPa8J,spotify:track:5Jix30SyhS1MfSRUevPa8J,https://api.spotify.com/v1/tracks/5Jix30SyhS1MfSRUevPa8J,https://api.spotify.com/v1/audio-analysis/5Jix30SyhS1MfSRUevPa8J,285152,4
Amor En Francia - Nicola Cruz Remix,Nidia Gongora,spotify:track:5Jix30SyhS1MfSRUevPa8J,0.849,0.517,3,-14.177,0,0.107,0.831,0.782,0.0695,0.635,137.002,audio_features,5Jix30SyhS1MfSRUevPa8J,spotify:track:5Jix30SyhS1MfSRUevPa8J,https://api.spotify.com/v1/tracks/5Jix30SyhS1MfSRUevPa8J,https://api.spotify.com/v1/audio-analysis/5Jix30SyhS1MfSRUevPa8J,285152,4
Amor En Francia - Nicola Cruz Remix,Nicola Cruz,spotify:track:5Jix30SyhS1MfSRUevPa8J,0.849,0.517,3,-14.177,0,0.107,0.831,0.782,0.0695,0.635,137.002,audio_features,5Jix30SyhS1MfSRUevPa8J,spotify:track:5Jix30SyhS1MfSRUevPa8J,https://api.spotify.com/v1/tracks/5Jix30SyhS1MfSRUevPa8J,https://api.spotify.com/v1/audio-analysis/5Jix30SyhS1MfSRUevPa8J,285152,4
Pájaros,Bomba Estéreo,spotify:track:1nwb9nOha7UT0ZrCejx1AK,0.586,0.803,2,-10.274,1,0.0387,0.00644,0.0811,0.0838,0.0386,118.999,audio_features,1nwb9nOha7UT0ZrCejx1AK,spotify:track:1nwb9nOha7UT0ZrCejx1AK,https://api.spotify.com/v1/tracks/1nwb9nOha7UT0ZrCejx1AK,https://api.spotify.com/v1/audio-analysis/1nwb9nOha7UT0ZrCejx1AK,327280,4
Matarina,Los Chipis,spotify:track:2E2zqegC8HEZL6nASVcK9S,0.757,0.758,2,-6.533,1,0.0437,0.482,0.0709,0.244,0.797,110.266,audio_features,2E2zqegC8HEZL6nASVcK9S,spotify:track:2E2zqegC8HEZL6nASVcK9S,https://api.spotify.com/v1/tracks/2E2zqegC8HEZL6nASVcK9S,https://api.spotify.com/v1/audio-analysis/2E2zqegC8HEZL6nASVcK9S,296279,4
Madre Tierra,El Búho,spotify:track:799J6MAOEbosAnsbAk2Xmg,0.6,0.354,6,-13.241,1,0.0482,0.193,0.0,0.0671,0.498,172.975,audio_features,799J6MAOEbosAnsbAk2Xmg,spotify:track:799J6MAOEbosAnsbAk2Xmg,https://api.spotify.com/v1/tracks/799J6MAOEbosAnsbAk2Xmg,https://api.spotify.com/v1/audio-analysis/799J6MAOEbosAnsbAk2Xmg,419097,4
Madre Tierra,Luzmila Carpio,spotify:track:799J6MAOEbosAnsbAk2Xmg,0.6,0.354,6,-13.241,1,0.0482,0.193,0.0,0.0671,0.498,172.975,audio_features,799J6MAOEbosAnsbAk2Xmg,spotify:track:799J6MAOEbosAnsbAk2Xmg,https://api.spotify.com/v1/tracks/799J6MAOEbosAnsbAk2Xmg,https://api.spotify.com/v1/audio-analysis/799J6MAOEbosAnsbAk2Xmg,419097,4
Ch'Uwa Yaku Kawsaypuni - Nicola Cruz Remix,Luzmila Carpio,spotify:track:2eMd3KhvMbkOMSxp38A77Y,0.796,0.423,0,-8.825,0,0.146,0.362,0.299,0.205,0.509,88.966,audio_features,2eMd3KhvMbkOMSxp38A77Y,spotify:track:2eMd3KhvMbkOMSxp38A77Y,https://api.spotify.com/v1/tracks/2eMd3KhvMbkOMSxp38A77Y,https://api.spotify.com/v1/audio-analysis/2eMd3KhvMbkOMSxp38A77Y,263999,4
Ch'Uwa Yaku Kawsaypuni - Nicola Cruz Remix,Nicola Cruz,spotify:track:2eMd3KhvMbkOMSxp38A77Y,0.796,0.423,0,-8.825,0,0.146,0.362,0.299,0.205,0.509,88.966,audio_features,2eMd3KhvMbkOMSxp38A77Y,spotify:track:2eMd3KhvMbkOMSxp38A77Y,https://api.spotify.com/v1/tracks/2eMd3KhvMbkOMSxp38A77Y,https://api.spotify.com/v1/audio-analysis/2eMd3KhvMbkOMSxp38A77Y,263999,4
Los Mapuches,Matanza,spotify:track:4DAmRssBVHovwlmNce1WTj,0.891,0.383,11,-15.499,0,0.243,0.0569,0.792,0.0885,0.239,125.992,audio_features,4DAmRssBVHovwlmNce1WTj,spotify:track:4DAmRssBVHovwlmNce1WTj,https://api.spotify.com/v1/tracks/4DAmRssBVHovwlmNce1WTj,https://api.spotify.com/v1/audio-analysis/4DAmRssBVHovwlmNce1WTj,256933,4
Xica Xica,El Búho,spotify:track:1IkN4xIoHRSkk0j5t50S42,0.788,0.451,7,-12.974,1,0.071,0.737,0.723,0.0657,0.294,105.008,audio_features,1IkN4xIoHRSkk0j5t50S42,spotify:track:1IkN4xIoHRSkk0j5t50S42,https://api.spotify.com/v1/tracks/1IkN4xIoHRSkk0j5t50S42,https://api.spotify.com/v1/audio-analysis/1IkN4xIoHRSkk0j5t50S42,268957,4
Xica Xica,Uji,spotify:track:1IkN4xIoHRSkk0j5t50S42,0.788,0.451,7,-12.974,1,0.071,0.737,0.723,0.0657,0.294,105.008,audio_features,1IkN4xIoHRSkk0j5t50S42,spotify:track:1IkN4xIoHRSkk0j5t50S42,https://api.spotify.com/v1/tracks/1IkN4xIoHRSkk0j5t50S42,https://api.spotify.com/v1/audio-analysis/1IkN4xIoHRSkk0j5t50S42,268957,4
Xica Xica,Barrio Lindo,spotify:track:1IkN4xIoHRSkk0j5t50S42,0.788,0.451,7,-12.974,1,0.071,0.737,0.723,0.0657,0.294,105.008,audio_features,1IkN4xIoHRSkk0j5t50S42,spotify:track:1IkN4xIoHRSkk0j5t50S42,https://api.spotify.com/v1/tracks/1IkN4xIoHRSkk0j5t50S42,https://api.spotify.com/v1/audio-analysis/1IkN4xIoHRSkk0j5t50S42,268957,4
Capuchino Pecho Blanco,Barrio Lindo,spotify:track:7qOzD1nutzAbDqgFiiGCrI,0.706,0.517,0,-9.547,1,0.212,0.0725,6.4e-05,0.0623,0.332,174.018,audio_features,7qOzD1nutzAbDqgFiiGCrI,spotify:track:7qOzD1nutzAbDqgFiiGCrI,https://api.spotify.com/v1/tracks/7qOzD1nutzAbDqgFiiGCrI,https://api.spotify.com/v1/audio-analysis/7qOzD1nutzAbDqgFiiGCrI,228020,4
Tarlabasi - Be Svendsen Remix,Oceanvs Orientalis,spotify:track:41JWvOS6vhn2uANnUsKVEG,0.854,0.599,4,-12.259,0,0.0604,0.206,0.861,0.0899,0.216,114.001,audio_features,41JWvOS6vhn2uANnUsKVEG,spotify:track:41JWvOS6vhn2uANnUsKVEG,https://api.spotify.com/v1/tracks/41JWvOS6vhn2uANnUsKVEG,https://api.spotify.com/v1/audio-analysis/41JWvOS6vhn2uANnUsKVEG,545813,4
Tarlabasi - Be Svendsen Remix,Be Svendsen,spotify:track:41JWvOS6vhn2uANnUsKVEG,0.854,0.599,4,-12.259,0,0.0604,0.206,0.861,0.0899,0.216,114.001,audio_features,41JWvOS6vhn2uANnUsKVEG,spotify:track:41JWvOS6vhn2uANnUsKVEG,https://api.spotify.com/v1/tracks/41JWvOS6vhn2uANnUsKVEG,https://api.spotify.com/v1/audio-analysis/41JWvOS6vhn2uANnUsKVEG,545813,4
El Sonido de las Lobas,Elegante & La Imperial,spotify:track:7wRsJcQBxIThj2kAEhYWI6,0.6,0.855,5,-6.734,0,0.0462,0.00156,0.133,0.104,0.392,103.009,audio_features,7wRsJcQBxIThj2kAEhYWI6,spotify:track:7wRsJcQBxIThj2kAEhYWI6,https://api.spotify.com/v1/tracks/7wRsJcQBxIThj2kAEhYWI6,https://api.spotify.com/v1/audio-analysis/7wRsJcQBxIThj2kAEhYWI6,326997,4
Antofagasta de la Sierra,Lagartijeando,spotify:track:6kDuxoZZzPJG1eW9K6Kt2s,0.8,0.622,9,-9.037,0,0.1,0.116,0.404,0.393,0.623,94.02,audio_features,6kDuxoZZzPJG1eW9K6Kt2s,spotify:track:6kDuxoZZzPJG1eW9K6Kt2s,https://api.spotify.com/v1/tracks/6kDuxoZZzPJG1eW9K6Kt2s,https://api.spotify.com/v1/audio-analysis/6kDuxoZZzPJG1eW9K6Kt2s,224932,4
Intercambio,SidiRum,spotify:track:6JpYysVOI7xYCiJ49vV4V4,0.722,0.465,9,-8.127,0,0.262,0.331,0.00247,0.0474,0.256,173.949,audio_features,6JpYysVOI7xYCiJ49vV4V4,spotify:track:6JpYysVOI7xYCiJ49vV4V4,https://api.spotify.com/v1/tracks/6JpYysVOI7xYCiJ49vV4V4,https://api.spotify.com/v1/audio-analysis/6JpYysVOI7xYCiJ49vV4V4,214747,4
El Oro de la Tolita,Thornato,spotify:track:6CxlP7VROxhNBPcCmdo3IW,0.77,0.695,7,-9.82,1,0.0827,0.123,0.186,0.0936,0.389,187.522,audio_features,6CxlP7VROxhNBPcCmdo3IW,spotify:track:6CxlP7VROxhNBPcCmdo3IW,https://api.spotify.com/v1/tracks/6CxlP7VROxhNBPcCmdo3IW,https://api.spotify.com/v1/audio-analysis/6CxlP7VROxhNBPcCmdo3IW,250177,3
El Oro de la Tolita,Grupo Taribo,spotify:track:6CxlP7VROxhNBPcCmdo3IW,0.77,0.695,7,-9.82,1,0.0827,0.123,0.186,0.0936,0.389,187.522,audio_features,6CxlP7VROxhNBPcCmdo3IW,spotify:track:6CxlP7VROxhNBPcCmdo3IW,https://api.spotify.com/v1/tracks/6CxlP7VROxhNBPcCmdo3IW,https://api.spotify.com/v1/audio-analysis/6CxlP7VROxhNBPcCmdo3IW,250177,3
Huanáco,Barrio Lindo,spotify:track:565sa6hgNn2OL5MvimJxm9,0.875,0.432,7,-12.95,1,0.197,0.685,0.88,0.0946,0.454,94.056,audio_features,565sa6hgNn2OL5MvimJxm9,spotify:track:565sa6hgNn2OL5MvimJxm9,https://api.spotify.com/v1/tracks/565sa6hgNn2OL5MvimJxm9,https://api.spotify.com/v1/audio-analysis/565sa6hgNn2OL5MvimJxm9,293999,4
Sol,Alef,spotify:track:4FlR74PQh9SUnxDyFkoK1a,0.927,0.207,7,-11.119,0,0.116,0.0476,0.851,0.107,0.127,103.007,audio_features,4FlR74PQh9SUnxDyFkoK1a,spotify:track:4FlR74PQh9SUnxDyFkoK1a,https://api.spotify.com/v1/tracks/4FlR74PQh9SUnxDyFkoK1a,https://api.spotify.com/v1/audio-analysis/4FlR74PQh9SUnxDyFkoK1a,400865,4
Fuego de Cumbia / Dub de Sangre Pura - Dub Mix,Los Gaiteros de San Jacinto,spotify:track:4o5CcQ1vD1Ikr0yeEcb9s6,0.509,0.522,1,-9.501,1,0.0881,0.184,0.00955,0.112,0.625,89.337,audio_features,4o5CcQ1vD1Ikr0yeEcb9s6,spotify:track:4o5CcQ1vD1Ikr0yeEcb9s6,https://api.spotify.com/v1/tracks/4o5CcQ1vD1Ikr0yeEcb9s6,https://api.spotify.com/v1/audio-analysis/4o5CcQ1vD1Ikr0yeEcb9s6,346280,4
Ser o Tener,Carla Valenti,spotify:track:56yvchFGTsThSx8i33szzF,0.696,0.247,7,-12.369,1,0.0807,0.236,0.893,0.105,0.486,84.985,audio_features,56yvchFGTsThSx8i33szzF,spotify:track:56yvchFGTsThSx8i33szzF,https://api.spotify.com/v1/tracks/56yvchFGTsThSx8i33szzF,https://api.spotify.com/v1/audio-analysis/56yvchFGTsThSx8i33szzF,334059,4
Pianititi,Spaniol,spotify:track:3pJQFdli81HVF6Z7dQ9Eoy,0.825,0.262,6,-15.621,0,0.2,0.0873,0.815,0.0868,0.142,104.994,audio_features,3pJQFdli81HVF6Z7dQ9Eoy,spotify:track:3pJQFdli81HVF6Z7dQ9Eoy,https://api.spotify.com/v1/tracks/3pJQFdli81HVF6Z7dQ9Eoy,https://api.spotify.com/v1/audio-analysis/3pJQFdli81HVF6Z7dQ9Eoy,412000,4
Tlacotlan,El Búho,spotify:track:7Cx8eYiWiRtiR9x9ojc6m7,0.616,0.454,6,-13.805,0,0.0421,0.637,0.298,0.131,0.434,90.088,audio_features,7Cx8eYiWiRtiR9x9ojc6m7,spotify:track:7Cx8eYiWiRtiR9x9ojc6m7,https://api.spotify.com/v1/tracks/7Cx8eYiWiRtiR9x9ojc6m7,https://api.spotify.com/v1/audio-analysis/7Cx8eYiWiRtiR9x9ojc6m7,248790,4
Palomita - Original Mix,Nu,spotify:track:3ShQtz0C3KJpYWc61eMdPE,0.833,0.541,6,-13.532,1,0.0709,0.12,0.687,0.0903,0.16,105.014,audio_features,3ShQtz0C3KJpYWc61eMdPE,spotify:track:3ShQtz0C3KJpYWc61eMdPE,https://api.spotify.com/v1/tracks/3ShQtz0C3KJpYWc61eMdPE,https://api.spotify.com/v1/audio-analysis/3ShQtz0C3KJpYWc61eMdPE,483825,4
Caribe Dub,Señor Chancho,spotify:track:5VZ5xMv6OWqTlhKf2WIa1e,0.81,0.598,1,-9.634,1,0.0608,0.00675,0.912,0.0319,0.539,124.003,audio_features,5VZ5xMv6OWqTlhKf2WIa1e,spotify:track:5VZ5xMv6OWqTlhKf2WIa1e,https://api.spotify.com/v1/tracks/5VZ5xMv6OWqTlhKf2WIa1e,https://api.spotify.com/v1/audio-analysis/5VZ5xMv6OWqTlhKf2WIa1e,276824,4
How Strange - Nicola Cruz Remix,FEATHERED SUN,spotify:track:1z16gOcthPInw39ZiMwcl9,0.845,0.352,2,-13.821,0,0.15,0.708,0.884,0.11,0.386,153.033,audio_features,1z16gOcthPInw39ZiMwcl9,spotify:track:1z16gOcthPInw39ZiMwcl9,https://api.spotify.com/v1/tracks/1z16gOcthPInw39ZiMwcl9,https://api.spotify.com/v1/audio-analysis/1z16gOcthPInw39ZiMwcl9,320000,3
How Strange - Nicola Cruz Remix,Acid Pauli,spotify:track:1z16gOcthPInw39ZiMwcl9,0.845,0.352,2,-13.821,0,0.15,0.708,0.884,0.11,0.386,153.033,audio_features,1z16gOcthPInw39ZiMwcl9,spotify:track:1z16gOcthPInw39ZiMwcl9,https://api.spotify.com/v1/tracks/1z16gOcthPInw39ZiMwcl9,https://api.spotify.com/v1/audio-analysis/1z16gOcthPInw39ZiMwcl9,320000,3
How Strange - Nicola Cruz Remix,Nu,spotify:track:1z16gOcthPInw39ZiMwcl9,0.845,0.352,2,-13.821,0,0.15,0.708,0.884,0.11,0.386,153.033,audio_features,1z16gOcthPInw39ZiMwcl9,spotify:track:1z16gOcthPInw39ZiMwcl9,https://api.spotify.com/v1/tracks/1z16gOcthPInw39ZiMwcl9,https://api.spotify.com/v1/audio-analysis/1z16gOcthPInw39ZiMwcl9,320000,3
How Strange - Nicola Cruz Remix,Jo.Ke,spotify:track:1z16gOcthPInw39ZiMwcl9,0.845,0.352,2,-13.821,0,0.15,0.708,0.884,0.11,0.386,153.033,audio_features,1z16gOcthPInw39ZiMwcl9,spotify:track:1z16gOcthPInw39ZiMwcl9,https://api.spotify.com/v1/tracks/1z16gOcthPInw39ZiMwcl9,https://api.spotify.com/v1/audio-analysis/1z16gOcthPInw39ZiMwcl9,320000,3
How Strange - Nicola Cruz Remix,Raz Ohara,spotify:track:1z16gOcthPInw39ZiMwcl9,0.845,0.352,2,-13.821,0,0.15,0.708,0.884,0.11,0.386,153.033,audio_features,1z16gOcthPInw39ZiMwcl9,spotify:track:1z16gOcthPInw39ZiMwcl9,https://api.spotify.com/v1/tracks/1z16gOcthPInw39ZiMwcl9,https://api.spotify.com/v1/audio-analysis/1z16gOcthPInw39ZiMwcl9,320000,3
How Strange - Nicola Cruz Remix,Chris Schwarzwalder,spotify:track:1z16gOcthPInw39ZiMwcl9,0.845,0.352,2,-13.821,0,0.15,0.708,0.884,0.11,0.386,153.033,audio_features,1z16gOcthPInw39ZiMwcl9,spotify:track:1z16gOcthPInw39ZiMwcl9,https://api.spotify.com/v1/tracks/1z16gOcthPInw39ZiMwcl9,https://api.spotify.com/v1/audio-analysis/1z16gOcthPInw39ZiMwcl9,320000,3
How Strange - Nicola Cruz Remix,Nicola Cruz,spotify:track:1z16gOcthPInw39ZiMwcl9,0.845,0.352,2,-13.821,0,0.15,0.708,0.884,0.11,0.386,153.033,audio_features,1z16gOcthPInw39ZiMwcl9,spotify:track:1z16gOcthPInw39ZiMwcl9,https://api.spotify.com/v1/tracks/1z16gOcthPInw39ZiMwcl9,https://api.spotify.com/v1/audio-analysis/1z16gOcthPInw39ZiMwcl9,320000,3
Sun Sun Damba - Original Mix,Peter Power,spotify:track:6jn7sMz7CP8y0EHjn79n2o,0.82,0.581,4,-12.606,0,0.0555,0.417,0.0256,0.49,0.792,100.006,audio_features,6jn7sMz7CP8y0EHjn79n2o,spotify:track:6jn7sMz7CP8y0EHjn79n2o,https://api.spotify.com/v1/tracks/6jn7sMz7CP8y0EHjn79n2o,https://api.spotify.com/v1/audio-analysis/6jn7sMz7CP8y0EHjn79n2o,406800,4
La Memoria del Viento (Matanza Remix),Lagartijeando,spotify:track:11T7QbpAKlomoDq2PL9wVc,0.81,0.654,4,-8.613,0,0.224,0.0173,0.825,0.112,0.734,91.995,audio_features,11T7QbpAKlomoDq2PL9wVc,spotify:track:11T7QbpAKlomoDq2PL9wVc,https://api.spotify.com/v1/tracks/11T7QbpAKlomoDq2PL9wVc,https://api.spotify.com/v1/audio-analysis/11T7QbpAKlomoDq2PL9wVc,302609,4
